Country Name,Country Code,Series,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Equatorial Guinea,GNQ,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Estonia,EST,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,6.8,..,..,..,..,7.09,..,..,..,..,7.38,..,..,..,..,7.97,..,..,..,..,8.46,..,..,..,..,8.86,..,..,..,..,9.19,..,..,..,..,10.38,..,..,..,..,11.41,..,..,..,..,11.77,..,..,..,..,12.11,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eswatini,SWZ,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,1.72,..,..,..,..,2.06,..,..,..,..,2.89,..,..,..,..,3.81,..,..,..,..,4.44,..,..,..,..,5.08,..,..,..,..,5.09,..,..,..,..,5,..,..,..,..,4.44,..,..,..,..,2.99,..,..,..,..,5.06,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,4.42,..,..,..,..,5.13,..,..,..,..,5.57,..,..,..,..,6.25,..,..,..,..,7.04,..,..,..,..,7.62,..,..,..,..,9.07,..,..,..,..,10.11,..,..,..,..,9.76,..,..,..,..,9.38,..,..,..,..,9.96,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,5.67,..,..,..,..,6.24,..,..,..,..,5.73,..,..,..,..,6.74,..,..,..,..,7.56,..,..,..,..,7.44,..,..,..,..,7.55,..,..,..,..,8.59,..,..,..,..,9.09,..,..,..,..,9.97,..,..,..,..,11.62,..,..,..,..,..,..,..,..,..,..,..,..,..,..
France,FRA,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,4.2,..,..,..,..,4.65,..,..,..,..,4.75,..,..,..,..,5.76,..,..,..,..,5.96,..,..,..,..,6.91,..,..,..,..,7.65,..,..,..,..,8.82,..,..,..,..,9.75,..,..,..,..,10.12,..,..,..,..,10.68,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,1.15,..,..,..,..,1.51,..,..,..,..,1.82,..,..,..,..,2.6,..,..,..,..,3.31,..,..,..,..,4.3,..,..,..,..,5.25,..,..,..,..,6.25,..,..,..,..,7.02,..,..,..,..,7.71,..,..,..,..,8.39,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Gambia, The",GMB,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,0.39,..,..,..,..,0.45,..,..,..,..,0.57,..,..,..,..,0.73,..,..,..,..,0.97,..,..,..,..,1.27,..,..,..,..,1.75,..,..,..,..,2.45,..,..,..,..,2.64,..,..,..,..,3.25,..,..,..,..,3.77,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,5.12,..,..,..,..,5.24,..,..,..,..,7.05,..,..,..,..,6.98,..,..,..,..,7.03,..,..,..,..,7.18,..,..,..,..,8.6,..,..,..,..,9.44,..,..,..,..,10.06,..,..,..,..,11.65,..,..,..,..,12.37,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,1.08,..,..,..,..,2.23,..,..,..,..,3.06,..,..,..,..,3.86,..,..,..,..,4.53,..,..,..,..,5.2,..,..,..,..,5.65,..,..,..,..,5.89,..,..,..,..,6.44,..,..,..,..,7.07,..,..,..,..,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,7.38,..,..,..,..,6.42,..,..,..,..,6.52,..,..,..,..,6.79,..,..,..,..,7.1,..,..,..,..,7.89,..,..,..,..,8.58,..,..,..,..,8.73,..,..,..,..,8.89,..,..,..,..,9.9,..,..,..,..,10.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,1.45,..,..,..,..,1.53,..,..,..,..,1.72,..,..,..,..,2.01,..,..,..,..,2.86,..,..,..,..,3.16,..,..,..,..,3.53,..,..,..,..,3.8,..,..,..,..,4.1,..,..,..,..,3.97,..,..,..,..,4.57,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea,GIN,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,4.89,..,..,..,..,5.23,..,..,..,..,5.66,..,..,..,..,6.04,..,..,..,..,6.49,..,..,..,..,6.87,..,..,..,..,7.09,..,..,..,..,7.68,..,..,..,..,8.13,..,..,..,..,8.51,..,..,..,..,8.79,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Haiti,HTI,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,0.82,..,..,..,..,0.96,..,..,..,..,1.18,..,..,..,..,1.5,..,..,..,..,1.99,..,..,..,..,2.94,..,..,..,..,3.43,..,..,..,..,3.92,..,..,..,..,4.33,..,..,..,..,4.81,..,..,..,..,5.11,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Honduras,HND,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,1.96,..,..,..,..,2.13,..,..,..,..,2.33,..,..,..,..,2.64,..,..,..,..,3.62,..,..,..,..,4.49,..,..,..,..,4.89,..,..,..,..,5.26,..,..,..,..,5.65,..,..,..,..,6.03,..,..,..,..,6.19,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,4.91,..,..,..,..,5.71,..,..,..,..,6.3,..,..,..,..,6.91,..,..,..,..,7.97,..,..,..,..,8.7,..,..,..,..,9.39,..,..,..,..,9.41,..,..,..,..,9.31,..,..,..,..,11.18,..,..,..,..,11.38,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Hungary,HUN,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,7.48,..,..,..,..,7.66,..,..,..,..,8.08,..,..,..,..,8.57,..,..,..,..,9,..,..,..,..,8.99,..,..,..,..,8.79,..,..,..,..,10.41,..,..,..,..,11.2,..,..,..,..,11.66,..,..,..,..,11.85,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Iceland,ISL,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,6.14,..,..,..,..,6.55,..,..,..,..,7.01,..,..,..,..,7.43,..,..,..,..,7.88,..,..,..,..,8.33,..,..,..,..,8.78,..,..,..,..,9.23,..,..,..,..,9.67,..,..,..,..,10.42,..,..,..,..,11.05,..,..,..,..,..,..,..,..,..,..,..,..,..,..
India,IND,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,1.11,..,..,..,..,1.29,..,..,..,..,1.61,..,..,..,..,2.01,..,..,..,..,2.34,..,..,..,..,2.89,..,..,..,..,3.45,..,..,..,..,4.12,..,..,..,..,5.03,..,..,..,..,5.63,..,..,..,..,6.24,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Indonesia,IDN,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,1.57,..,..,..,..,2.17,..,..,..,..,2.84,..,..,..,..,3.19,..,..,..,..,3.63,..,..,..,..,3.86,..,..,..,..,4.18,..,..,..,..,4.62,..,..,..,..,5.15,..,..,..,..,6.41,..,..,..,..,7.61,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Iran, Islamic Rep.",IRN,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,0.92,..,..,..,..,1.42,..,..,..,..,2.03,..,..,..,..,2.67,..,..,..,..,3.58,..,..,..,..,4.41,..,..,..,..,5.22,..,..,..,..,6.35,..,..,..,..,7.31,..,..,..,..,8.06,..,..,..,..,8.88,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Iraq,IRQ,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,0.52,..,..,..,..,0.83,..,..,..,..,1.43,..,..,..,..,1.97,..,..,..,..,2.74,..,..,..,..,3.73,..,..,..,..,4.58,..,..,..,..,5.09,..,..,..,..,5.9,..,..,..,..,6.31,..,..,..,..,7.16,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ireland,IRL,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,8,..,..,..,..,8.37,..,..,..,..,7.67,..,..,..,..,8.42,..,..,..,..,9.26,..,..,..,..,9.97,..,..,..,..,10.12,..,..,..,..,10.39,..,..,..,..,10.66,..,..,..,..,11.54,..,..,..,..,12.03,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,7.54,..,..,..,..,7.99,..,..,..,..,8.66,..,..,..,..,9.56,..,..,..,..,10.27,..,..,..,..,10.49,..,..,..,..,10.83,..,..,..,..,11.07,..,..,..,..,11.34,..,..,..,..,11.47,..,..,..,..,12.32,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Italy,ITA,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,4.86,..,..,..,..,5.22,..,..,..,..,5.63,..,..,..,..,6.16,..,..,..,..,6.71,..,..,..,..,7.18,..,..,..,..,7.7,..,..,..,..,8.27,..,..,..,..,8.78,..,..,..,..,9.15,..,..,..,..,9.63,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Jamaica,JAM,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,3.84,..,..,..,..,4.43,..,..,..,..,4.86,..,..,..,..,5.42,..,..,..,..,6.08,..,..,..,..,6.63,..,..,..,..,7.15,..,..,..,..,8.18,..,..,..,..,9.14,..,..,..,..,9.66,..,..,..,..,9.87,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,8.01,..,..,..,..,7.82,..,..,..,..,7.83,..,..,..,..,8.38,..,..,..,..,9.1,..,..,..,..,9.63,..,..,..,..,9.82,..,..,..,..,10.51,..,..,..,..,10.94,..,..,..,..,11.3,..,..,..,..,11.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Jordan,JOR,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,2.41,..,..,..,..,2.96,..,..,..,..,3.47,..,..,..,..,4.01,..,..,..,..,4.55,..,..,..,..,5.68,..,..,..,..,6.61,..,..,..,..,7.58,..,..,..,..,8.36,..,..,..,..,9.07,..,..,..,..,9.59,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kazakhstan,KAZ,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,3.76,..,..,..,..,4.17,..,..,..,..,4.92,..,..,..,..,5.85,..,..,..,..,6.85,..,..,..,..,7.57,..,..,..,..,8.13,..,..,..,..,9.34,..,..,..,..,10.54,..,..,..,..,11.6,..,..,..,..,11.33,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,1.52,..,..,..,..,1.71,..,..,..,..,2.17,..,..,..,..,2.66,..,..,..,..,3.41,..,..,..,..,4.13,..,..,..,..,4.78,..,..,..,..,5.26,..,..,..,..,5.69,..,..,..,..,6.25,..,..,..,..,6.14,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kiribati,KIR,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,4.34,..,..,..,..,5.47,..,..,..,..,6.19,..,..,..,..,7.12,..,..,..,..,8.13,..,..,..,..,9,..,..,..,..,9.85,..,..,..,..,10.49,..,..,..,..,11.06,..,..,..,..,11.46,..,..,..,..,12.05,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,2.41,..,..,..,..,2.94,..,..,..,..,3.27,..,..,..,..,3.51,..,..,..,..,4.61,..,..,..,..,5.54,..,..,..,..,5.92,..,..,..,..,6.11,..,..,..,..,6.09,..,..,..,..,6.07,..,..,..,..,6.34,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kyrgyz Republic,KGZ,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,4.33,..,..,..,..,4.77,..,..,..,..,5.67,..,..,..,..,6.47,..,..,..,..,7.45,..,..,..,..,8.11,..,..,..,..,8.6,..,..,..,..,8.93,..,..,..,..,9.4,..,..,..,..,9.89,..,..,..,..,10.71,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,1.51,..,..,..,..,1.71,..,..,..,..,2.06,..,..,..,..,2.42,..,..,..,..,2.84,..,..,..,..,3.23,..,..,..,..,3.59,..,..,..,..,3.92,..,..,..,..,4.25,..,..,..,..,4.62,..,..,..,..,5.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,LVA,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,4.56,..,..,..,..,4.92,..,..,..,..,5.38,..,..,..,..,5.96,..,..,..,..,6.7,..,..,..,..,7.42,..,..,..,..,7.99,..,..,..,..,8.99,..,..,..,..,9.34,..,..,..,..,10.26,..,..,..,..,10.65,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lebanon,LBN,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,2.96,..,..,..,..,3.24,..,..,..,..,3.55,..,..,..,..,3.91,..,..,..,..,4.3,..,..,..,..,4.64,..,..,..,..,5.12,..,..,..,..,5.66,..,..,..,..,6.21,..,..,..,..,6.93,..,..,..,..,5.85,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liberia,LBR,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,0.73,..,..,..,..,0.92,..,..,..,..,1.15,..,..,..,..,1.66,..,..,..,..,2.2,..,..,..,..,2.69,..,..,..,..,3.02,..,..,..,..,3.08,..,..,..,..,3.49,..,..,..,..,3.85,..,..,..,..,4.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,0.67,..,..,..,..,1,..,..,..,..,1.53,..,..,..,..,2.19,..,..,..,..,3.26,..,..,..,..,4.31,..,..,..,..,5.17,..,..,..,..,5.89,..,..,..,..,6.79,..,..,..,..,7.42,..,..,..,..,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,4.75,..,..,..,..,5.24,..,..,..,..,5.87,..,..,..,..,6.55,..,..,..,..,7.35,..,..,..,..,8.18,..,..,..,..,8.81,..,..,..,..,9.17,..,..,..,..,9.49,..,..,..,..,10.4,..,..,..,..,10.89,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Luxembourg,LUX,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,6.76,..,..,..,..,7.09,..,..,..,..,6.21,..,..,..,..,7.92,..,..,..,..,8.22,..,..,..,..,8.5,..,..,..,..,8.91,..,..,..,..,9.22,..,..,..,..,9.55,..,..,..,..,10.26,..,..,..,..,10.99,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Macao SAR, China",MAC,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,3.51,..,..,..,..,3.74,..,..,..,..,4.06,..,..,..,..,4.54,..,..,..,..,4.85,..,..,..,..,5.35,..,..,..,..,5.67,..,..,..,..,6.17,..,..,..,..,6.68,..,..,..,..,7.5,..,..,..,..,8.54,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Madagascar,MDG,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malawi,MWI,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,1.09,..,..,..,..,1.21,..,..,..,..,1.57,..,..,..,..,1.86,..,..,..,..,2.34,..,..,..,..,2.65,..,..,..,..,2.9,..,..,..,..,3.06,..,..,..,..,3.48,..,..,..,..,4.41,..,..,..,..,4.81,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malaysia,MYS,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,2.84,..,..,..,..,3.37,..,..,..,..,4.2,..,..,..,..,4.82,..,..,..,..,5.76,..,..,..,..,6.72,..,..,..,..,6.97,..,..,..,..,8.39,..,..,..,..,9.09,..,..,..,..,9.71,..,..,..,..,10.44,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Maldives,MDV,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,3.46,..,..,..,..,3.69,..,..,..,..,4.02,..,..,..,..,4.3,..,..,..,..,4.54,..,..,..,..,4.82,..,..,..,..,4.43,..,..,..,..,4.11,..,..,..,..,4.26,..,..,..,..,4.69,..,..,..,..,6.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mali,MLI,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,0.19,..,..,..,..,0.24,..,..,..,..,0.29,..,..,..,..,0.45,..,..,..,..,0.62,..,..,..,..,0.78,..,..,..,..,0.89,..,..,..,..,1.01,..,..,..,..,1.23,..,..,..,..,1.73,..,..,..,..,1.97,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malta,MLT,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,4.17,..,..,..,..,4.84,..,..,..,..,5.82,..,..,..,..,6.57,..,..,..,..,7.21,..,..,..,..,8.04,..,..,..,..,8.73,..,..,..,..,9.36,..,..,..,..,9.78,..,..,..,..,10.13,..,..,..,..,10.52,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Marshall Islands,MHL,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mauritania,MRT,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,1.45,..,..,..,..,1.54,..,..,..,..,1.66,..,..,..,..,1.83,..,..,..,..,2.13,..,..,..,..,2.43,..,..,..,..,2.76,..,..,..,..,3.12,..,..,..,..,3.55,..,..,..,..,4.06,..,..,..,..,4.53,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mauritius,MUS,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,3.53,..,..,..,..,4.25,..,..,..,..,4.93,..,..,..,..,5.09,..,..,..,..,5.36,..,..,..,..,5.86,..,..,..,..,6.49,..,..,..,..,6.83,..,..,..,..,6.7,..,..,..,..,7.84,..,..,..,..,8.86,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,2.77,..,..,..,..,3.17,..,..,..,..,3.39,..,..,..,..,4.09,..,..,..,..,4.9,..,..,..,..,5.77,..,..,..,..,6.47,..,..,..,..,7.2,..,..,..,..,7.66,..,..,..,..,8.45,..,..,..,..,8.79,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
