Country Name,Country Code,Series,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Turkiye,TUR,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,1.77,..,..,..,..,2.09,..,..,..,..,2.45,..,..,..,..,2.92,..,..,..,..,3.55,..,..,..,..,4.58,..,..,..,..,5.01,..,..,..,..,5.44,..,..,..,..,6.1,..,..,..,..,6.47,..,..,..,..,7.05,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,TKM,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uganda,UGA,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,1.16,..,..,..,..,1.24,..,..,..,..,1.52,..,..,..,..,1.93,..,..,..,..,2.29,..,..,..,..,2.86,..,..,..,..,3.48,..,..,..,..,3.97,..,..,..,..,4.33,..,..,..,..,4.97,..,..,..,..,5.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ukraine,UKR,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,5.57,..,..,..,..,6.07,..,..,..,..,6.26,..,..,..,..,7.02,..,..,..,..,7.81,..,..,..,..,8.82,..,..,..,..,9.53,..,..,..,..,10.15,..,..,..,..,10.45,..,..,..,..,10.97,..,..,..,..,11.15,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Arab Emirates,ARE,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,1.5,..,..,..,..,2.09,..,..,..,..,2.54,..,..,..,..,2.99,..,..,..,..,3.89,..,..,..,..,4.9,..,..,..,..,6.11,..,..,..,..,7.51,..,..,..,..,8.43,..,..,..,..,8.89,..,..,..,..,9.07,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Kingdom,GBR,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,6.3,..,..,..,..,6.83,..,..,..,..,7.91,..,..,..,..,8.25,..,..,..,..,8.41,..,..,..,..,8.68,..,..,..,..,9.1,..,..,..,..,9.44,..,..,..,..,9.92,..,..,..,..,11.1,..,..,..,..,12.24,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,9.18,..,..,..,..,10.04,..,..,..,..,10.78,..,..,..,..,11.46,..,..,..,..,12.03,..,..,..,..,12.08,..,..,..,..,12.2,..,..,..,..,12.59,..,..,..,..,12.64,..,..,..,..,12.86,..,..,..,..,13.18,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uruguay,URY,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,4.84,..,..,..,..,5.18,..,..,..,..,5.7,..,..,..,..,6.16,..,..,..,..,6.7,..,..,..,..,7.24,..,..,..,..,7.45,..,..,..,..,7.57,..,..,..,..,8.07,..,..,..,..,7.96,..,..,..,..,8.17,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uzbekistan,UZB,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Vanuatu,VUT,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Venezuela, RB",VEN,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,3.12,..,..,..,..,3.34,..,..,..,..,3.28,..,..,..,..,4.31,..,..,..,..,5.27,..,..,..,..,5.12,..,..,..,..,4.97,..,..,..,..,5.86,..,..,..,..,6.71,..,..,..,..,7.51,..,..,..,..,8.41,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Viet Nam,VNM,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,2.68,..,..,..,..,3.3,..,..,..,..,3.97,..,..,..,..,4.56,..,..,..,..,5.16,..,..,..,..,4.64,..,..,..,..,4.1,..,..,..,..,4.85,..,..,..,..,5.64,..,..,..,..,6.42,..,..,..,..,7.15,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Virgin Islands (U.S.),VIR,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Yemen, Rep.",YEM,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,0.04,..,..,..,..,0.05,..,..,..,..,0.06,..,..,..,..,0.09,..,..,..,..,0.23,..,..,..,..,0.61,..,..,..,..,1.2,..,..,..,..,1.67,..,..,..,..,2.34,..,..,..,..,3,..,..,..,..,3.68,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Zambia,ZMB,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,2.26,..,..,..,..,2.57,..,..,..,..,2.98,..,..,..,..,3.65,..,..,..,..,4.17,..,..,..,..,4.61,..,..,..,..,4.89,..,..,..,..,6.01,..,..,..,..,6.16,..,..,..,..,6.42,..,..,..,..,7.32,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Zimbabwe,ZWE,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,2.52,..,..,..,..,2.71,..,..,..,..,3.01,..,..,..,..,3.45,..,..,..,..,3.89,..,..,..,..,4.67,..,..,..,..,5.73,..,..,..,..,6.7,..,..,..,..,7,..,..,..,..,7.47,..,..,..,..,7.61,..,..,..,..,..,..,..,..,..,..,..,..,..,..
